index,timestamp_us,duration_us,level
0,110688399,0,1
1,110809493,121094,0
2,110813393,3900,1
3,110934495,121102,0
4,110938395,3900,1
5,111059498,121103,0
6,111063398,3900,1
7,111184500,121102,0
8,111188400,3900,1
9,111309502,121102,0
10,111313402,3900,1
11,111434504,121102,0
12,111438404,3900,1
13,111559506,121102,0
14,111563406,3900,1
15,111684508,121102,0
16,111688408,3900,1
17,111809511,121103,0
18,111813411,3900,1
19,111934513,121102,0
20,111938413,3900,1
21,112059515,121102,0
22,112063415,3900,1
23,112184517,121102,0
24,112188417,3900,1
25,112309519,121102,0
26,112313419,3900,1
27,112434521,121102,0
28,112438421,3900,1
29,112559523,121102,0
30,112563423,3900,1
31,112684526,121103,0
32,112688426,3900,1
33,112809528,121102,0
34,112813428,3900,1
35,112934530,121102,0
36,112938430,3900,1
37,113059532,121102,0
38,113063432,3900,1
39,113184534,121102,0
40,113188434,3900,1
41,113309536,121102,0
42,113313436,3900,1
43,113434538,121102,0
44,113438438,3900,1
45,113559541,121103,0
46,113563441,3900,1
47,113684543,121102,0
48,113688443,3900,1
49,113809545,121102,0
50,113813445,3900,1
51,113934547,121102,0
52,113938447,3900,1
53,114059549,121102,0
54,114063449,3900,1
55,114184551,121102,0
56,114188451,3900,1
57,114309554,121103,0
58,114313454,3900,1
59,114434556,121102,0
60,114438456,3900,1
61,114559558,121102,0
62,114563458,3900,1
63,114684560,121102,0
64,114688460,3900,1
65,114809562,121102,0
66,114813462,3900,1
67,114934564,121102,0
68,114938464,3900,1
69,115059566,121102,0
70,115063466,3900,1
71,115184569,121103,0
72,115188468,3899,1
73,115309571,121103,0
74,115313471,3900,1
75,115434573,121102,0
76,115438473,3900,1
77,115559575,121102,0
78,115563475,3900,1
79,115684577,121102,0
80,115688477,3900,1
81,115809579,121102,0
82,115813479,3900,1
83,115934581,121102,0
84,115938481,3900,1
85,116059584,121103,0
86,116063484,3900,1
87,116184586,121102,0
88,116188486,3900,1
89,116309588,121102,0
90,116313488,3900,1
91,116434591,121103,0
92,116438490,3899,1
93,116559593,121103,0
94,116563492,3899,1
95,116684595,121103,0
96,116688494,3899,1
97,116809597,121103,0
98,116813496,3899,1
99,116934599,121103,0
100,116938499,3900,1
101,117059601,121102,0
102,117063501,3900,1
103,117063702,201,0
104,117063904,202,1
105,117063978,74,0
106,117064056,78,1
107,117064213,157,0
108,117064369,156,1
109,117064449,80,0
110,117064605,156,1
111,117064685,80,0
112,117064841,156,1
113,117064921,80,0
114,117065077,156,1
115,117065157,80,0
116,117065236,79,1
117,117065392,156,0
118,117065548,156,1
119,117065629,81,0
120,117065707,78,1
121,117065946,239,0
122,117066103,157,1
123,117066177,74,0
124,117066335,158,1
125,117184603,118268,0
126,117188503,3900,1
127,117309605,121102,0
128,117313505,3900,1
129,117434607,121102,0
130,117438507,3900,1
131,117536028,97521,0
132,117536235,207,1
133,117536314,79,0
134,117536475,161,1
135,117536551,76,0
136,117536633,82,1
137,117536787,154,0
138,117536948,161,1
139,117537024,76,0
140,117537184,160,1
141,117537343,159,0
142,117537425,82,1
143,117537579,154,0
144,117537740,161,1
145,117537816,76,0
146,117537976,160,1
147,117538052,76,0
148,117538213,161,1
149,117538289,76,0
150,117538449,160,1
151,117538525,76,0
152,117538686,161,1
153,117538761,75,0
154,117538922,161,1
155,117538998,76,0
156,117539159,161,1
157,117539317,158,0
158,117539478,161,1
159,117539554,76,0
160,117539715,161,1
161,117539790,75,0
162,117539873,83,1
163,117540027,154,0
164,117540187,160,1
165,117540264,77,0
166,117540424,160,1
167,117540500,76,0
168,117540660,160,1
169,117540736,76,0
170,117540897,161,1
171,117540973,76,0
172,117541133,160,1
173,117541292,159,0
174,117541375,83,1
175,117541529,154,0
176,117541689,160,1
177,117541765,76,0
178,117541926,161,1
179,117542002,76,0
180,117542162,160,1
181,117542238,76,0
182,117542399,161,1
183,117542475,76,0
184,117542635,160,1
185,117542711,76,0
186,117542872,161,1
187,117542948,76,0
188,117543108,160,1
189,117543270,162,0
190,117543428,158,1
191,117543504,76,0
192,117543664,160,1
193,117543740,76,0
194,117543823,83,1
195,117543977,154,0
196,117544137,160,1
197,117544213,76,0
198,117544374,161,1
199,117544450,76,0
200,117544610,160,1
201,117544686,76,0
202,117544847,161,1
203,117544923,76,0
204,117545083,160,1
205,117545242,159,0
206,117545325,83,1
207,117545479,154,0
208,117545639,160,1
209,117545715,76,0
210,117545876,161,1
211,117545952,76,0
212,117546112,160,1
213,117546188,76,0
214,117546349,161,1
215,117546425,76,0
216,117546586,161,1
217,117546661,75,0
218,117546822,161,1
219,117546898,76,0
220,117547058,160,1
221,117547217,159,0
222,117547378,161,1
223,117547454,76,0
224,117547614,160,1
225,117547690,76,0
226,117547773,83,1
227,117547927,154,0
228,117548087,160,1
229,117548163,76,0
230,117548324,161,1
231,117548399,75,0
232,117548560,161,1
233,117548636,76,0
234,117548797,161,1
235,117548872,75,0
236,117549033,161,1
237,117549192,159,0
238,117549275,83,1
239,117549428,153,0
240,117549589,161,1
241,117549665,76,0
242,117549825,160,1
243,117549901,76,0
244,117550062,161,1
245,117550138,76,0
246,117550298,160,1
247,117550374,76,0
248,117550535,161,1
249,117550611,76,0
250,117550771,160,1
251,117550847,76,0
252,117551008,161,1
253,117551167,159,0
254,117551327,160,1
255,117551403,76,0
256,117551564,161,1
257,117551640,76,0
258,117551722,82,1
259,117551876,154,0
260,117552037,161,1
261,117552113,76,0
262,117552273,160,1
263,117552349,76,0
264,117552510,161,1
265,117552586,76,0
266,117552746,160,1
267,117552822,76,0
268,117552983,161,1
269,117553143,160,0
270,117553303,160,1
271,117553379,76,0
272,117553540,161,1
273,117553616,76,0
274,117553776,160,1
275,117553852,76,0
276,117554013,161,1
277,117559609,5596,0
278,117563509,3900,1
279,117661030,97521,0
280,117661237,207,1
281,117661316,79,0
282,117661477,161,1
283,117661553,76,0
284,117661635,82,1
285,117661789,154,0
286,117661950,161,1
287,117662026,76,0
288,117662186,160,1
289,117662345,159,0
